gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSMUSG00000053684,159.23702268849672,0.32189665186405925,1.0933307146492073,0.5535596715525652,0.9116800204961795,0.977605986002611,BC048403
ENSMUSG00000044496,1891.411358545242,0.8140796225234355,-0.44653408272014566,5.731146080086359,1.0218081700993499e-07,8.130455216146172e-07,2510039O18Rik
ENSMUSG00000039316,644.7409383545039,-0.26374765032128156,0.9251378975881197,-2.467917977172277,0.016476672455287136,0.04072165615544721,Rftn1
ENSMUSG00000055204,1807.386291570704,0.4245606871840403,1.3595665234197525,3.5296030641595726,0.001715826887506665,0.0081237374612022,Ankrd17
ENSMUSG00000003665,22.695395652078858,5.350060005726406,0.6927305403277904,4.7395732909240085,1.7936808161235367e-06,1.2875254199812854e-05,Has1
ENSMUSG00000076617,135.7871379219865,4.4399920426878055,0.7566270298731462,7.846371665470471,4.2001887029452325e-17,7.269261175307457e-16,Ighm
ENSMUSG00000052085,4735.293832257541,0.49550246561713446,0.6462061358998348,-1.1555211730391068,0.5530770860768156,0.8818470794827399,Dock8
ENSMUSG00000019528,1064.6104406996312,-0.39025907966945494,0.2949876499353997,0.297420652379744,0.30229787815244363,0.42674359101035375,Gyg
ENSMUSG00000038742,25.54647527629418,-0.19094063462774724,-0.4187150683174783,0.38406058375084207,0.7588990848531659,0.8239795225307015,Angptl6
ENSMUSG00000002658,829.8966506291538,0.623410825267935,-0.0522296447640721,2.3519531613014095,0.009007912288363153,0.01969116174387938,Gtf2f1
ENSMUSG00000022770,502.3583146785647,0.10962036381356527,0.4827291138865832,1.4355709616172765,0.5172521446637928,0.6666459973511072,Dlg1
ENSMUSG00000028073,523.5151450954722,-0.27597968914696946,0.5590193574474669,-6.461755049495776,5.2221441843881253e-11,7.084663112436106e-10,Pear1
ENSMUSG00000049409,19.111239278329695,0.4334519698971644,0.8798362316989863,1.0686377920575993,0.13970690104099218,0.25284544773736417,Prokr1
ENSMUSG00000017837,740.6382485941281,-0.17325677479388557,-0.20213092348750827,-1.567662469213955,0.31915089659268425,0.41072169091144045,Nkiras2
ENSMUSG00000084284,84.483102690432,-1.8212173655592858,0.32369794968852494,-2.9077551422995773,0.0004579640174345064,0.0018312768979174652,Tpt1-ps6
ENSMUSG00000035355,17.203349180953886,0.5667517626392153,0.19352413816074976,1.8425552340255011,0.06082669412530567,0.1775004512872169,Kcnh4
ENSMUSG00000029787,745.0412280663694,-0.16910388594453224,0.19412158257154827,-0.9538893764099448,0.15622385467446778,0.30181990119474483,Avl9
ENSMUSG00000047150,32.00037417592611,-1.2839091573913302,0.796217446117169,-2.447407667275976,0.00923966603138989,0.025902017752218894,1700001C19Rik
ENSMUSG00000101716,13.430853948204442,0.03829933175177819,1.4115203067157627,1.236308097126839,0.3046696571945869,0.4762541646342168,Gm12057
ENSMUSG00000022489,1250.1294243899363,0.6121308938998437,-0.6386131001549684,0.9340029031305959,0.2231712194265478,0.3979859053950955,Pde1b
ENSMUSG00000023972,37.4845187111102,-1.4652724999998274,-0.28852331512584917,-2.8518997449301597,0.0014161561709803041,0.005294472161230038,Ptk7
ENSMUSG00000003604,102.78218067093094,0.6248817032214693,0.40626838109557273,1.3232352576355024,0.0042683443173776306,0.013336740240655513,Aven
ENSMUSG00000019505,1492.3503697530152,0.852150838460758,-0.09341590165777322,1.5698277805842296,0.0716086906893288,0.1767880206471123,Ubb
ENSMUSG00000022022,74.43081088435954,-0.13838752939161758,0.11121820611638344,0.34425512481977405,0.7444949307096351,0.8801481128947912,Mtrf1
ENSMUSG00000093803,408.471540857392,0.4211733094410587,0.08787167481377578,-1.3226524900890517,0.4024423361281674,0.5361703406594932,Ppp2r3d
ENSMUSG00000030965,946.2676075221085,0.25534846469077765,-0.02305188133521527,1.0556791786660726,0.0571042748092,0.11872293536240866,Fam175b
ENSMUSG00000069892,467.78572915651586,-1.2584396741551411,0.9574793527310059,-2.8555953356193777,0.003472170893019701,0.010253304303203417,9930111J21Rik2
ENSMUSG00000041035,401.8952734676127,0.371667547248894,0.04882673989641645,4.090418190887234,0.00010220990956395135,0.0005635437084376514,Dpcd
ENSMUSG00000040721,159.72576254332134,0.039435040899824525,-0.18923682746343162,-1.7886229105750961,0.19702938149217958,0.36803459150761286,Zfhx2
ENSMUSG00000078622,1520.16859332652,0.5110505631599069,-0.3738698774821423,-2.1095771163315993,0.06951155875238173,0.15734990601383939,Ccdc47
ENSMUSG00000014349,2394.6962746001504,0.8472814024639146,0.4376615518546162,3.3200469039120004,0.0008586696608530041,0.003801581664586695,Ube2z
ENSMUSG00000045098,503.2186686631952,-0.7899813831131781,0.7427561146634071,-2.183302027360231,0.00938322875173247,0.02875017639800137,Suv420h1
ENSMUSG00000022407,475.1183330207832,0.7320885416307591,0.8109195640276992,1.9766943391101905,0.04686006439691834,0.12755147082817958,Adsl
ENSMUSG00000084347,131.96353891232687,0.36067068060690444,-0.07392127586144515,0.5869838113657122,0.6569188407391049,0.8426770827911969,Akt2-ps
ENSMUSG00000040177,87.79754039017367,0.46438092052522084,0.30562964983531204,0.9509290629431334,0.5525861264913313,0.6260653230520138,2310057M21Rik
ENSMUSG00000075122,66.39777761102529,1.1928553123795498,0.995587253851846,1.1727647613282983,0.6251390555996549,0.8870727289937247,Cd80
ENSMUSG00000008475,5615.953147188445,-0.14884092486600278,-0.25337397892705904,0.7818008883424353,0.5862615084405371,0.9739418190174747,Arpc5
ENSMUSG00000038368,184.43234618471018,0.9535772933648362,0.5184113707241271,4.190360214839772,7.15799705129578e-06,4.40844214210123e-05,Focad
ENSMUSG00000021947,1108.2125920017936,-1.2533518268305668,-0.6140170154578146,-9.377234178204192,1.7733913650825902e-19,3.0001786328463532e-18,Cryl1
ENSMUSG00000052949,466.1685777562329,-0.4052912383130372,0.6383082022621258,0.40394729062053014,0.8353161639951572,0.6704783849295441,Rnf157
ENSMUSG00000031840,90.78508249201653,1.4713786375939386,-0.3048536327565345,0.354686451611442,0.5332859922058127,0.623706415548062,Rab3a
ENSMUSG00000033111,336.78023737252295,1.344344505731752,0.18958044389316928,0.8473827234876891,0.47377339899715415,0.64176541958121,3830406C13Rik
ENSMUSG00000030979,118.64561914603556,0.0006821491246133682,0.16970213281202107,-0.3033692664798062,0.4485742225708878,0.5868932406782426,Uros
ENSMUSG00000006731,1965.4605657527222,-1.0960005781914772,-0.45394795411422856,-9.062501555196764,8.217881275443676e-20,1.6869450663395797e-18,B4galnt1
ENSMUSG00000020728,31.025852100146974,-0.35323330304418055,0.6308193093034623,-0.43374809338429476,0.8638298997857508,1.0,Cep112
ENSMUSG00000004151,87.81146148994708,0.0042452700318933445,0.7429639516835398,-1.7634390593457046,0.052420817347835276,0.11760759871833303,Etv1
ENSMUSG00000020262,386.73585819995265,-1.5934482806247732,0.5158284685458393,-7.161103747762209,1.2409793742912668e-10,1.2307392860526585e-09,Adarb1
ENSMUSG00000030019,803.0058536500591,0.3207761150977428,-0.625167704516649,-1.3291235547072504,0.563964282726458,0.7948933450067877,Fbxl14
ENSMUSG00000059883,559.2573260448472,-0.4257356511341753,-0.12176634557080732,-3.4525073761508676,9.42837085797475e-05,0.0005239083771498767,Irak4
ENSMUSG00000039988,661.2913358398729,0.7305996546904158,-0.4532074867901178,-1.1400291444037736,0.18653801432253173,0.3643500851985698,Ankrd13c
ENSMUSG00000107182,19.112519161800112,-0.04811955271534063,0.617750358370125,-1.4361096947444294,0.2961822041935787,0.44004493583725396,Gm43268
ENSMUSG00000036552,181.21024568434754,-0.10580775646133006,-0.05435559141697624,-0.2583878359218254,0.524427127371685,0.7502208773860403,Ermard
ENSMUSG00000059474,499.5709032211576,0.5886632215680814,0.7007329280501474,-1.980809581701712,0.03501591110473062,0.08007524293268646,Mbtd1
ENSMUSG00000027285,244.7114016775696,-0.40761659133143335,0.551277048535783,-0.9922280264519863,0.30518208933191754,0.3495500937080226,Haus2
ENSMUSG00000037712,28.301931254060232,0.7188957425033433,0.9674556384655293,-0.2783782711798265,0.4091274320003108,0.6492280571690037,Fermt2
ENSMUSG00000036678,287.0101856517167,0.5272400589440243,1.0446192228969722,3.255769538934652,0.003126387993911222,0.010295938299135712,Aaas
ENSMUSG00000032534,282.806629142481,-1.3792791945491982,0.7140403636809204,-4.969661205368191,3.801819183476521e-06,2.74717116238779e-05,Cep63
ENSMUSG00000057409,110.06724060407251,0.3085061955865442,-0.9139480985816608,1.2621725917846676,0.3623876477237022,0.49099282988399995,Zfp53
ENSMUSG00000009739,373.05369043704155,0.5245790564069348,0.07434444887648334,3.5154311977104102,0.000336746038418717,0.0014632501996356042,Pou6f1
ENSMUSG00000028689,93.0735006674145,-0.2576515791490207,0.1752433182059662,-1.2396607754426394,0.19076141332899688,0.3113921182898663,Ccdc163
ENSMUSG00000018774,26589.212261439316,-0.7615919367184409,0.25720308386731494,-4.609173130173047,6.599414743500296e-07,4.668626719935374e-06,Cd68
ENSMUSG00000026960,231.72364147722183,0.3018774097256287,0.48834930514597424,-0.16228151802717872,0.6218357306646356,0.6486367206389432,Arl6ip6
ENSMUSG00000087178,19.947329185701065,-0.005937747962214468,0.6465585076411077,-2.2882808588968526,0.022327777962692596,0.08270385524176631,A230056P14Rik
ENSMUSG00000061046,411.47524682456213,0.6357564836088779,0.43140859435188084,1.1168898433784609,0.049760297574628,0.12738139302842066,Haghl
ENSMUSG00000038456,167.56778673185383,0.35484480644435934,0.19877490298928419,-0.18093572213456782,0.6808880950747388,0.7020706499012288,Dennd2a
ENSMUSG00000040964,100.03527650533076,2.9707760818991944,0.5511386334120273,6.6364463727025615,1.735806986911171e-11,1.7946330080080245e-10,Arhgef10l
ENSMUSG00000030522,405.644318465173,-0.2786456258520438,0.3989540763434364,-2.151351052774302,0.06312583619061803,0.1278902823925998,Mtmr10
ENSMUSG00000000374,1342.5753906278087,0.398744195313946,-0.8579933078060207,0.35048299529539234,0.44693960684467926,0.631141957318179,Trappc10
ENSMUSG00000022507,702.3688777152861,0.26871619998750446,-0.1166901158873867,4.003700969911935,0.00040998106016905346,0.0013824409814015193,1810013L24Rik
ENSMUSG00000034563,1006.8548990792544,-0.9409241890604331,-0.7468856442834124,-16.05044060567618,1.6722165938775948e-50,1.21605034944281e-48,Ccpg1
ENSMUSG00000035105,2549.662309586727,-1.545248902031789,-0.3618790233577299,-8.292015910819927,1.5343069433974267e-18,3.674509995606588e-17,Egln3
ENSMUSG00000105272,61.515823492158454,0.3415660103791364,0.07148404684073051,-0.1781028671047142,0.703864525216253,0.6780428709164659,Gm43071
ENSMUSG00000022639,528.4392226961206,-0.8008932977499361,1.0447464962983781,-1.412443700802444,0.047023661614462205,0.12776160854669913,Dubr
ENSMUSG00000001173,548.7409349279206,0.6323778116008838,0.8944941708015043,4.246531125785452,2.163307439802261e-06,1.507570011675841e-05,Ocrl
ENSMUSG00000034848,138.45869901879482,0.07283983704276698,1.3981791960135321,-0.6412271744215893,0.4537275102016263,0.6391499621431544,Ttc21b
ENSMUSG00000023971,328.1213102291068,-0.6385544073741328,0.36107667380482145,-0.9257260348457871,0.5270006690310747,0.5765613042262001,Rrp36
ENSMUSG00000025017,5149.169331727612,2.765026457449043,1.2656219381295257,15.383156196560646,8.66789664874247e-56,6.89271162956768e-54,Pik3ap1
ENSMUSG00000058013,431.10590828863815,0.431667379140673,-0.09384049747411347,1.16995190966247,0.2314250027970243,0.47946570509982556,Sept11
ENSMUSG00000027082,750.5803090664327,-0.2886903680387536,0.10758238893216321,-0.42933265361255357,0.8088508966664582,0.8437330897394001,Tfpi
ENSMUSG00000058600,1760.9729504201957,0.19537389825927862,-0.1976824971523034,-1.9391375446668184,0.10077750011777395,0.21925070945730815,Rpl30
ENSMUSG00000019297,649.6427815707215,0.4231893081549906,-0.10901094845503895,3.2664970153470496,0.0040904000526012264,0.014475319204211821,Nop9
ENSMUSG00000020475,23.444987224017037,-1.1006387082258295,1.1447339580098717,-0.45165102795800366,0.8488314348805537,0.8863862958960752,Pgam2
ENSMUSG00000026749,2305.520192711105,-1.8464186213087173,0.16058176521254858,-11.666409022800671,7.594718890774456e-31,3.559040309496926e-29,Nek6
ENSMUSG00000047037,104.75520843719266,1.4812854432632978,-0.024559444402424524,1.8619501396679408,0.019913994017568645,0.05918643793639357,Nipa1
ENSMUSG00000095649,10.247051282418655,0.8120012811859246,0.7238856760441829,1.2384327709875542,0.14641535471076533,0.25085257682346496,Gm8979
ENSMUSG00000085912,10.301870670796891,-0.937972112867862,0.06434863989694484,1.1060459482027045,0.5302942137910787,0.9049519733139668,Trp53cor1
ENSMUSG00000027959,154.27665434741357,1.4851737826077651,0.6630151643210639,4.980058732188705,1.8366867047348012e-08,1.8507688606701128e-07,Sass6
ENSMUSG00000021573,19.34391343705087,-1.0361418527472792,0.7143009311936196,-0.2770824947374866,0.7507944765826445,0.7479203393462632,Tppp
