gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSMUSG00000043633,3563.770524642178,0.9809459530970748,0.3232463032500892,4.915297122067556,1.018143015295526e-05,8.634576203621436e-05,Fam221b
ENSMUSG00000020412,784.53884765972,0.06527554352588139,0.09105788130384136,2.6855860491084207,0.002087688418563934,0.007252327508172669,Ascc2
ENSMUSG00000025207,94.65605779461906,-3.364405793055173,0.014110971820437856,-8.4712785659511,1.0311791008968234e-16,1.5285558568060482e-15,Sema4g
ENSMUSG00000018427,51.41591518417709,-2.5669391111903312,0.4391171241989749,-6.881793099201985,8.267830163675128e-11,1.1249555985552222e-09,Ypel2
ENSMUSG00000033871,32.17492889929776,3.625763571410556,-0.11942957406330357,4.75493493177314,2.3343667339500927e-07,2.565540696058637e-06,Ppargc1b
ENSMUSG00000058291,363.45383013115253,-1.0466084342669326,0.5930095049010811,-3.470441035331926,0.0007375252418174421,0.003227495977011964,Zfp68
ENSMUSG00000024180,90.8137986727316,-2.05343258441219,0.6614006281704381,-4.064108401067702,0.000526941536594606,0.0025481053780728705,Tmem8
ENSMUSG00000020611,4956.605617020361,0.853844011700531,0.7797428284938095,6.635818149578905,3.1727829949139895e-13,5.92455447110877e-12,Gna13
ENSMUSG00000024098,847.9170679250473,2.068166247590218,1.0373260430395495,15.195856797064534,4.452407609799051e-48,3.2447544847018905e-46,Twsg1
ENSMUSG00000042719,1094.6400547796736,2.0037782376498274,0.5399324441437642,16.15556502182545,2.940055958208065e-62,3.9702252455014655e-60,Naa25
ENSMUSG00000034278,119.58729609631787,0.841999436300657,0.7943932771638673,3.8333887294498714,0.014601641572474625,0.03979329059178053,Dnajc17
ENSMUSG00000022419,30.591019007871935,-3.10897662703643,0.662926492125428,-5.642656799838347,1.9583602064385564e-06,1.5856486396804024e-05,Deptor
ENSMUSG00000023019,36.0544446784695,-2.249219428518171,0.24883254056087967,-4.438394653341862,5.441220718820537e-06,4.004152697047657e-05,Gpd1
ENSMUSG00000044968,171.8981074896506,1.4312469906014191,0.25801879786749954,3.6552493866828786,0.0002648287694975964,0.001121160395176044,Napepld
ENSMUSG00000021565,100.27093140058213,3.2010296863318066,0.8388373050481039,7.2507421459111,1.398989860872657e-14,2.463508210423839e-13,Slc6a19
ENSMUSG00000074749,103.52985935031501,-0.8007145411145995,-0.3701029664146275,-2.8193419274772897,0.01588738356327428,0.04459019198434684,Kiz
ENSMUSG00000026112,4951.676854668559,1.6800026954632696,0.23689561662942477,11.99839009347522,9.670602448657254e-33,5.3274594494425375e-31,Coa5
ENSMUSG00000036452,79.23254458879535,-1.852679748364673,0.7669410128783505,-3.763982631085244,0.00020200672613467115,0.0011993301796085105,Arhgap26
ENSMUSG00000030409,802.8983112942128,0.8211575412598899,-0.9256588891063229,4.086661499751569,3.0168308340442656e-05,0.00016923574701177457,Dmpk
ENSMUSG00000032436,1525.4274627600162,1.3123480339344935,0.6233261857704844,6.821667576844513,6.230143299024344e-10,7.352069242240119e-09,Cmtm7
ENSMUSG00000071660,381.9941656861831,0.781355666808424,-0.11589083401667699,3.5645984270089355,0.00016221708283371835,0.0010356214610628609,Ttc9c
ENSMUSG00000036053,1075.0828996727237,2.0925154119532725,0.07364407731814532,10.353344774810784,3.629406822400458e-26,1.2369034281528269e-24,Fmnl2
ENSMUSG00000054939,30.76836563814712,-0.7011851966638826,-0.17312004295010308,-3.5752580946340777,0.01496420012684698,0.045546254407643184,Zfp174
ENSMUSG00000021871,3834.5498096132515,1.1283869601093777,-0.11692228402630575,12.775191597284989,9.487080026640984e-38,4.492577813999902e-36,Pnp
ENSMUSG00000046159,36.182713961786185,7.501734790725059,1.5400624414925783,4.932573638253448,1.7841804586127958e-06,1.3699788961074434e-05,Chrm3
ENSMUSG00000039137,709.9612175259018,-2.446209433404075,0.6636623117150767,-13.212251093358102,1.3149751228639874e-39,7.050179866363343e-38,Whrn
ENSMUSG00000054619,591.046218345476,-1.4793137011015756,-0.6442136356332085,-6.846218895425596,4.456345127238253e-13,5.70126545685884e-12,Mettl7a1
ENSMUSG00000037344,1443.9584583730054,0.46319404963298644,-0.2542762182600884,5.832678436066947,1.5622214747491108e-07,1.0391214013721814e-06,Slc12a9
